timestamp,node_id,query_latency,cpu_utilization,memory_utilization,disk_io,network_latency,network_bandwidth,active_queries,system_load,temperature,error_rate
49,2,55.292195592489435,68.24415388257461,47.00308974925225,134.9606945192345,16.502914891692868,663.5569096356041,9,68.9987303096186,35.86417020866487,0
50,1,44.92578698137513,71.54978375736584,38.365766955280854,91.10618624927139,17.908735693169337,691.1114219777915,13,70.31229922457607,36.588347744071356,0
51,2,39.66968080163447,47.490036690181526,68.84781973567615,105.34119762442248,10.915617825721707,740.7244238078257,5,57.47790801161631,39.13113568013759,0
52,3,38.8542459281255,56.442252505874286,73.93502672215934,131.59315715055175,16.03994810816606,575.2001597943338,11,65.98092984913514,34.768893910982015,1
53,4,45.451965289008456,69.75722720108058,51.558208006969906,107.89182017630876,15.703560421313814,645.6272755901953,5,59.34211667242759,37.88484968470737,0
54,1,31.7676956151857,52.549303816836634,36.93474203922818,97.02896287881259,13.4055719961205,745.5888493318686,8,53.60660713396338,34.99850732949344,0
55,2,40.563321254137335,53.62612872693482,57.51213224886041,148.4100849597971,10.287761118751572,752.6269989697571,6,58.423781820057556,34.63754282249476,0
56,1,31.047336379747655,54.309774850037726,42.49937068583799,112.50309394125777,11.68893553081394,717.9404093898636,2,39.637628432021984,36.53311297595559,0
57,4,35.89858927108734,35.19191171239916,49.03821406285191,164.11256155905676,15.029405153050622,765.6056371283483,16,58.64833936439167,33.18495501060621,0
58,2,41.05444002296442,64.18252554786001,51.203296233907494,115.48572704861334,12.010244253535232,800.6827497230978,10,60.00528634585573,37.63404557421908,0
59,4,50.594430768071874,75.18639647613567,51.002346214703174,155.03805236065398,16.930697234111197,626.6149738232772,10,72.68605161476617,36.38327210226939,0
60,2,32.43603837045578,45.51986099583756,30.409552347039345,128.80028900106666,10.493837326942167,739.061612604621,6,47.42457843852735,34.32280549896782,0
61,3,49.127373409322956,73.97888538760341,50.34746265254937,115.78256139177518,10.99263675666207,783.8575755567664,12,74.94666847591475,37.79093087816328,0
62,1,34.482201385383554,40.73874467330703,48.84932072489165,80.26458434599327,11.949278219147251,783.2471949004029,7,44.04739173450093,36.50418448507421,1
63,3,35.51992950930398,55.33023856870787,51.618309150864164,129.92794921818864,9.52490593242237,884.6717964399102,4,55.53742348249154,34.994651593508,0
64,2,41.06342458051236,69.19302869707755,52.42019268206708,122.03528145975251,11.177904557256163,786.970307736306,14,82.72405339942515,36.47547796412065,0
65,4,34.483600964405824,63.48581996385552,52.12891332756543,133.5930538361136,15.27249783920575,720.69181761766,11,66.5130839605045,35.83382892153887,0
66,2,43.7327733247125,55.16813537700626,60.59189410632026,95.48468673995318,7.606875359370539,859.0850837405877,11,72.99712743345998,34.26568813468157,0
67,2,42.242809181979176,63.23800127605945,45.66808016805208,86.99017579924477,11.848731444835536,755.1888511921629,8,66.63143223782095,35.38839772498217,1
68,3,48.848515298038954,63.49580145538167,59.96438868289823,118.17393569815938,7.143444335789667,812.78121024773,11,73.85791942795525,36.697396228851176,0
69,4,45.0588259123841,69.28398740585936,55.702222107921266,154.5525908727396,14.155837657421898,753.515250712341,6,62.94907743476315,37.207083927828464,0
70,3,54.7434231992799,85.88374704780728,50.88328297475861,152.16365633475033,9.880282218623407,833.0330508806604,13,78.93978060046294,40.799426570696696,0
71,5,55.30425685639128,83.39184867716313,74.52298147861525,130.19947527387478,13.679977827013792,645.727010446304,13,94.70786610380542,37.130507728823034,0
72,4,37.80480471933623,80.46920127650012,60.55960244273106,154.4293254757015,15.906190796644692,746.3640104858748,3,63.09548174629376,35.49087496077726,0
73,4,48.47069255664206,92.12191309384686,64.89590171048516,96.97540764258662,19.304894925190315,615.9865533527908,11,86.36773152756662,38.912215526585236,0
74,2,43.761737116213546,61.79416812831269,62.566243013722854,114.5880021667326,15.785461238802327,690.7561239822705,5,61.56719428556833,40.27777465820092,1
75,2,44.949021199364964,75.14517562589582,54.184665513420214,107.93352869556576,7.239564853214732,848.4952977678298,6,65.03186807649043,37.47524196473622,0
76,1,37.56745815436345,59.770037193950735,25.784698415203138,114.94995593674422,17.75136430344881,711.2361664829403,7,53.73049392507115,37.362402371383496,0
77,1,38.32997594783005,57.394774617058964,37.74385890473914,154.4539125827015,7.286537167738652,880.4873940078725,3,42.34599290756223,38.18864633695818,0
78,2,36.46111654162734,67.34244289702978,37.1826844270022,133.3396080687632,7.351406191264465,822.08124221188,5,64.30849869226336,38.09683663854392,0
79,4,42.46405718234064,64.18319086051356,47.88194615445707,127.01444909867986,10.32817919971323,795.1405894186967,11,64.60631312130069,39.76346385972676,0
80,4,49.962039843044344,83.11210230392399,61.55525055156297,133.4632741387573,10.4307153748037,853.842724588482,4,66.52215651124396,36.80461378171528,0
81,4,45.1147339107404,62.5082075937087,57.80274202951254,129.45061352772288,15.085029756270966,723.4862071852019,5,61.506906205628425,36.42519356778373,0
82,4,46.6709221236937,71.93330666952734,55.229813534383226,147.30601986043578,18.20621644165353,536.1791293535275,11,80.62728397300555,36.32511030796077,1
83,2,38.964369777767175,57.748534726499784,49.58063137641126,169.29755271715368,11.099579146822526,745.4877653280498,4,54.396922440700486,35.8881533224442,1
84,5,46.222449642869144,82.25766823163033,56.32834491340341,116.87134269657699,18.76930902703557,681.8132154193968,7,61.949340406520705,41.50474414199804,0
85,1,32.53026500855729,42.69224454233919,41.91727607422591,94.60462244238246,9.31863470516018,860.4902103749934,4,49.5279559000982,36.17030047009081,0
86,5,48.616896945617924,73.71492519144194,67.91495550625704,139.85784211734784,11.486874437472437,830.6529766736014,12,79.64869910129194,37.3117115713396,0
87,5,44.40144319007176,69.53755551747517,63.13443204322037,120.42176862451743,15.550079759337468,688.2329123546009,5,66.60556486970914,39.3468985550765,0
88,2,39.18559600096028,67.32345054421646,38.09363449299163,128.8561276204183,15.617780422849764,672.2896473074497,6,62.220587026990046,37.38269864747977,0
89,5,47.430635694824986,74.81650979095893,70.49427120166061,131.0255635415775,8.514463614742107,848.0335860200564,9,75.27176380421015,36.27297283596927,0
90,3,47.031780903775484,75.93068586613211,56.602957017539005,81.3219548690393,13.557302476260315,740.642057094864,9,72.85498021232516,39.490084994046555,0
91,1,36.373763917066206,52.886639144490076,43.06079312676032,109.45683133191848,12.722925322515453,730.1140134660016,5,52.796289973509246,33.14140590244478,0
92,1,24.116864364764943,44.55190805978967,28.269147284991988,151.12414259880643,7.69037490283495,835.1298207640125,13,55.37263171594783,34.81723392338638,2
93,2,35.49350545278222,63.22490715672817,42.541354961140044,96.0780553635124,11.880783285581476,713.6968518904667,5,45.51180942512699,38.32639525125634,0
94,2,49.977201712201655,73.26809420041991,49.976213148840905,130.7826420636561,13.024887658107343,696.7266789389405,13,74.52268494844901,38.980798198276624,0
95,3,37.363221822186524,63.939380909619615,61.77597696778802,108.57491700614548,13.017557010176128,817.8356405989673,4,52.25125105454462,35.605975364357114,0
96,1,38.493791776492266,49.481418541075534,64.46559428534601,98.71504802685223,11.55365390959111,846.0324194365716,7,68.11085199693719,34.6077726090577,0
97,5,48.968470664428786,75.88406886291847,71.8202406484421,127.1662177173299,14.419021622160846,675.7784515266428,5,60.15542354062656,40.61530637277611,2
98,1,39.83067370185551,54.367108788610366,62.16692224828437,120.90243495177864,8.169753454974863,851.793946375028,8,54.95017336560009,34.61386893354229,0
99,5,35.39455900494576,47.858926995089135,53.604013334692105,153.12756245836556,15.995915201860448,655.7438455373268,13,66.71984333366672,34.23743598539985,1
100,5,43.97272264328048,65.23624728716628,52.86035328514477,157.10044908843034,14.336660714134496,671.2527141844537,13,69.86207868049242,35.47146866429271,0
101,2,37.082521342647595,40.52113362736527,54.269750254516524,141.42249147569302,9.81552967179664,796.1476255337394,10,55.35649603473679,32.376617399549005,0
102,3,49.907701464766404,65.79993380559144,54.783248930599086,113.83160350953226,12.054205467275361,737.5780348103751,7,60.62576664363223,37.33895749489016,0
103,2,36.20845062400136,47.33659494374296,47.53612842054213,111.03239561892235,18.030027867900003,727.8925636758482,5,42.75727185841613,33.4766897665822,0
104,4,49.147866581801814,85.82787254122091,58.19744859194282,147.1524851864779,11.488042762005826,745.3642118396265,11,78.93065330855742,36.95607795854426,0
105,3,39.87437352876969,66.13270410537764,40.493776173461065,148.38457869150406,10.995567743383019,873.7535339432169,12,74.61472523330039,35.520255621520256,0
106,4,49.06047891018748,64.49308428469686,63.55431713745825,122.81319432601379,17.427155431922376,651.0025626252396,9,70.82845209154512,35.44510242027192,0
107,3,43.85049264094663,68.38483843461691,49.636788718887765,133.36921952539228,16.952792606823877,610.6170195995403,10,74.78284863862001,35.707914290663524,0
108,2,43.60073720507204,67.63591100619855,58.056479653512746,89.6310211207052,15.731558797758943,680.2176639749604,6,69.36056113999247,37.33016684371214,0
109,3,47.123082266062156,66.26379579546412,67.51143199246627,109.9933735078885,10.966765088425445,806.3600907144369,12,78.28323640516993,37.13225320807657,0
110,4,46.877942595728314,69.50623096443815,53.57628436078457,147.76485295570689,11.91074062123219,803.9559030451562,9,71.30206555607501,33.55021334734768,0
111,5,51.96640327330897,64.46317580853646,51.45757662736646,169.0061518394715,20.131840117745774,592.1407367182109,13,72.82475227652812,36.58642190708001,0
112,4,38.752190984824864,69.36776543517041,43.8277787728615,143.6317369189758,19.127483698934636,561.4291930257265,9,65.28252777259274,35.144778929888034,0
113,1,36.5719115467306,77.90883924078763,44.85633905662971,107.88939895995385,10.446930047848713,769.081963491437,2,45.372566755469876,34.9782489967351,0
114,5,49.54791456520825,99.84467368641432,54.37602031784128,173.18030489794313,15.363353995011616,668.4845682248191,10,90.112370292375,38.99976534436231,0
115,1,29.024589959448615,47.20848348071703,42.44534763663737,92.27559312781189,11.805984280051318,769.0575213309432,7,39.52674992676076,36.38354688219821,0
116,4,47.0399403088986,58.01815967397664,64.23377432987115,153.75726654374034,15.258996567794208,675.970310685764,14,79.15811104928193,33.520257150025884,0
117,4,45.470916138889876,74.51632701649596,47.40080754152704,144.1982417928374,19.059917557413034,646.7401380797708,9,74.0661318040267,39.547516825153885,0
118,5,50.49440350151454,65.56149294576282,51.24330768357657,144.68460827012035,19.300267259475504,640.3980731978016,9,68.59719854150046,32.88483402885221,0
119,4,42.5629990618136,75.76838167874594,36.866226738297655,114.66211056952298,14.132778158210987,697.1335862370997,7,63.59111515224025,35.845811798322586,0
120,2,40.537980014697176,62.718731627700166,57.2648867841944,101.23645249144589,12.425583165622497,695.7509513213056,6,61.027211126909805,34.07962711329388,0
121,5,40.33772712490552,74.06565929083,61.831859400488625,154.79153080726417,17.711768252210568,568.7813089921227,8,64.15100231581012,37.773166353292986,0
122,5,41.26445015521379,72.80843980286939,69.82176701711343,128.731959868581,12.379771097736576,689.331836362513,8,69.02555387482376,36.937118007360354,0
123,3,44.138600891283254,71.31056518021506,46.767359921485436,111.95827468296515,16.181928791458496,729.6288054979117,10,66.51377503737478,35.77399784729202,0
124,1,34.93436333927128,53.753822038098704,34.619267129178056,109.73056356669684,12.171568692695004,769.332295516778,6,54.49217473528212,37.48749582194198,1
125,3,53.96460377781113,80.17520109063872,65.56263626295751,127.86697417127209,17.171282423219147,605.4129632284522,6,67.78426115686321,38.175520276286,0
126,5,55.108189337930824,86.45389188547352,55.74754450205555,132.11300174649193,12.94812149460271,714.2569031866752,6,76.23429481648182,40.0395949003639,0
127,4,41.34607967049215,63.80763535020559,58.50495063797811,170.7921369600303,11.911542923110638,809.8618593480342,6,55.81818758576368,34.9489298335035,0
128,4,50.34173219645721,68.20789525374612,56.66010159458551,136.7727125398094,11.871283121140326,712.6728457182076,13,73.2848214044987,36.83671809066927,0
129,2,47.53797047635494,62.192316677549734,58.314158901725094,128.50604808455722,18.656219031602525,548.6299509069861,7,61.50443925898757,34.29064238824224,0
130,1,34.08264078560681,55.002070649181974,43.92559743089109,103.44210566974164,11.465572051576938,811.943472201843,5,46.34306347530381,36.02532972292205,0
131,1,32.524419209167824,61.03286033673796,42.64292704723876,95.01586084571481,12.025186744221305,763.4136985637036,7,54.53494971868682,36.86779591196363,1
132,4,49.766958119509354,76.15771149771142,65.63107549735054,137.21107448638,12.649432205445766,747.0377538339145,7,74.77421214270645,38.26926067897578,0
133,1,37.56566508419849,58.924651411265884,49.036753091151795,132.98846872002545,12.719396158077496,779.2563876543227,5,53.35126943067157,34.27607797102575,0
134,5,38.07787822390861,57.56151883367102,60.9521472484318,119.49361819533088,11.59855321473935,757.1271417953019,9,51.87236109006556,35.60140710070156,0
135,4,36.62418019004994,68.9089148234743,52.091219344058686,134.62010985393317,18.69551579758663,582.7963621918144,7,60.485606525139936,34.478348863781825,0
136,4,63.045767399620395,79.55707956121083,71.35200714574884,177.64723717026956,16.35893812964134,724.2051211472248,12,85.83965237775965,39.653878857022825,1
137,4,48.38798907285046,75.37090833061144,56.41301101368966,135.88544818344053,12.04994999398864,725.8944578468472,10,71.62031553698581,37.06905111484718,0
138,1,42.875023464932134,66.14516284218459,52.91158906572529,109.9035075618974,13.319040086761433,649.1662757983265,11,67.34945819016212,38.52185964055002,0
139,1,29.234719771318886,50.707555797013384,48.70842615816576,78.03751296232505,12.386517998245829,853.485121199426,10,53.15043572299237,34.90097594269663,0
140,1,40.46987222179975,69.85868275517684,42.23542026015328,116.12028796035793,14.163998936129557,739.8921748954499,5,60.3325806104946,39.761156889633,0
141,3,45.79511548486936,64.80250906465373,48.10736087460954,114.0765859061251,14.01698105592774,681.7607677555116,12,63.001714129889265,32.540043271041704,0
142,2,42.15631744546305,64.87164440220192,53.260195307880885,128.82842998981852,9.40514804510752,793.6695817710984,9,59.106099907211146,37.8111555743468,0
143,2,40.26331421484656,64.09028053742637,37.39592070654075,108.98557608608978,8.921341083764919,803.2616013587885,5,55.48331763176258,35.451893569710414,0
144,2,39.583077605093415,60.63179227556516,58.48307761735977,107.91016782439902,11.853571235683894,781.3527554531719,7,60.96326710928295,38.05314256514122,0
145,4,49.458952247652824,82.17373569751629,62.564443352050986,134.9653863601499,17.40087041557715,598.8677339301382,13,79.86478392563765,39.17798287577823,0
146,3,45.993106715818016,61.75226526720825,70.40316514148137,139.50732068694424,12.560972939035493,702.55568075651,8,69.64791638201338,35.62634647250279,0
147,5,48.81741851044169,70.77366439278441,65.41278413292677,139.28081709181416,16.620072694850766,602.6427138879314,12,72.89960839290563,38.344589520430105,0
148,3,38.70874247410241,77.91403548216009,24.9054899080936,145.8828012015236,12.339236195511736,766.0180193039282,10,64.81247489089768,38.63249376667225,0
149,4,39.19343678155279,55.10849883238404,64.11935185964126,140.12958968441433,18.058523524079817,628.5721180685102,7,58.438010511427294,33.05709881421083,0
150,1,38.3668242925288,65.09065296047328,42.51656425877541,81.36964004553371,12.791824662669748,710.4823496949349,4,52.13345931405159,35.39107584028333,0
151,5,47.39660425964579,72.05735128206443,55.77570401717636,139.85848768952988,9.994645344266857,733.6913455414103,19,91.14875543987127,40.232931077512,0
152,1,29.367280900844428,55.96260776403383,32.44888338028869,113.47353292277053,8.895988425191858,907.362378622435,7,52.31218554258297,39.12767930930419,0
153,3,44.507476559777444,52.004187630724026,58.6378593430334,146.22793108983183,9.555210133742145,849.8346795129002,10,71.2831112103348,38.529052959321675,0
154,4,50.2035345985611,56.17540075053908,68.32628649595799,141.39096175514487,16.167765504860316,714.5399597083443,12,79.88112211056682,39.548222998498076,0
155,5,52.26782769367284,78.5918304919208,64.54353394460105,136.0279032880789,12.388448682456932,837.4817337112129,11,79.15495886825607,38.67493661394273,0
156,3,45.14858178958022,74.16744919059221,46.45814828409053,136.6058172626628,5.5343132146255485,938.1921373155664,9,65.25694523359465,38.07703015063736,0
157,4,35.83017179712617,58.46376009717324,56.90899565995461,132.0712834113717,18.189885438521934,711.1540114625326,6,58.306685042758595,37.80422402344817,0
158,1,35.810793032793946,48.00761782714872,40.061135408051896,120.85408795953448,7.883420630639359,849.1175169146128,4,44.84670025312271,40.69895063333232,0
159,2,45.66651596531359,64.81866061718492,52.37811837902373,130.9776767063473,11.235132619338906,769.0246346130768,8,65.76216344309637,37.31721345868606,0
160,3,36.3077982323372,62.871917385183956,51.701009121611094,122.6554201933901,7.4914766067025065,929.9071682317956,12,67.75195378935344,36.914267673085426,0
161,2,46.083989670012954,84.26716486345522,51.46367860288557,92.44764998491526,10.305677987487172,844.9556050217265,10,88.0148998769429,38.93038998759276,0
162,5,56.98113472353912,78.54617568017945,59.640363305820934,129.65332686490453,15.097204324109022,735.510405730473,13,88.70913874421282,38.69234706283591,0
163,5,56.26874281106334,89.64177238752437,67.97487018772647,155.61272808980272,20.2758614525854,613.0880445786352,14,95.15914322841977,41.157115706374206,0
164,3,37.74951036804923,61.38240111679683,61.72257259742463,123.48177374599612,12.968545069431986,828.5082872229439,3,49.840295912249275,33.46192197443344,0
165,4,45.88896965486159,73.60679175692997,56.273055852092625,155.7308005396784,5.258982673865084,857.2800812683113,11,75.21725058767552,35.834430399157675,0
166,1,38.74892446633519,38.395173323061755,58.55711481648952,134.1310387247355,19.250321598742264,681.911754597474,2,35.11646995847533,32.237555745670754,0
167,4,37.168470402576645,59.007717496418564,53.18540662130223,152.78539075713834,9.601376507311505,881.4236397308083,15,73.66976157759338,35.569229354438946,0
168,1,39.12874923395796,64.26605508044408,35.21159327354884,111.96620384476205,10.841515986275693,712.0693540291095,5,58.22180917130124,38.515633480531335,0
169,4,52.791011877675636,77.39305840832297,62.53071324750675,131.78730616038396,12.477848954761704,665.4450348706149,12,80.15878439872724,39.22705908986158,0
170,3,49.54388023005028,72.56788679986983,56.89975035210882,109.66633742847006,12.267758578977396,752.6794640390706,5,62.681384583558895,38.50092866059908,0
171,3,35.03758201739875,47.486300434321436,39.77943604952539,116.68293183532151,12.492546472770039,817.4522193811218,10,59.67242209295953,37.03034103467545,0
172,1,38.5557975927453,61.54492490071203,44.04666837332347,101.24783486486068,14.176231489744428,726.5781010063937,3,53.248406543570894,39.37127111278559,0
173,1,33.987708148995225,60.62880860174355,36.96148517198357,149.74122223398882,9.407087306564106,795.1013648101452,7,57.114539024914954,31.003760704785748,0
174,5,51.04598947251374,79.44619372401412,68.3272748024489,153.42923682453196,14.098854778440687,727.7330475389986,12,80.04038989530525,38.273256036203435,0
175,3,42.757944073095146,69.28790639938724,49.27113677961026,126.67061743529543,13.635636035955468,682.5094746035738,8,70.40533753052004,35.89593135216358,1
176,2,30.842881629761465,53.337157994900934,46.578448183092796,106.80795462961534,9.885394638553528,715.7972156425872,6,51.487562183970525,37.08274994775514,0
177,5,38.78491886712778,70.12797078805073,57.18462945746793,134.60007867605086,11.111650007250317,754.9609584812843,7,67.1265073318356,36.1868014345182,0
178,2,38.04015468567773,65.33225561555642,54.797080014078944,98.61556669420482,13.09295856188385,813.7416287626091,2,52.52579150519623,36.76610204288242,0
179,2,39.9747148102616,48.14139452869797,29.424348661265515,130.83684178672635,16.92347861727472,718.0041071217029,11,58.306455312247664,33.965242046584834,0
180,2,45.01990090332632,63.734811877321604,42.32971935802769,128.67761701800464,4.119641227947868,919.7537877017633,10,71.28970234657977,36.31232314872523,0
181,5,70.06480973105255,90.60949799099068,76.28026161092728,174.9253468624597,13.313729024087417,718.4852150423648,12,95.88340483399193,44.01972863651889,0
182,4,45.245452025447484,75.3481733634591,65.8318440199125,127.25384505942411,15.375160110654452,588.1454468568076,5,64.5005512344173,38.11920279299866,0
183,1,34.54527837548528,62.42152804376457,51.990533158225205,137.44233693144741,12.821736361050219,837.9320677237165,7,61.40543657567326,37.64480281351198,0
184,4,40.751410865500276,63.49167274370037,56.014767641848046,141.1267257362424,12.4635628029556,810.7106479001836,4,55.45699460692508,35.20950141789252,0
185,3,45.597103601103704,60.83805595114746,42.95944528767714,120.99974284008373,16.771447650587717,637.8042926374344,7,59.09912965292497,36.27994067419264,0
186,3,44.438908610281516,48.26515200323885,46.74652167911911,105.3412729201834,9.9904605072316,806.1883238633051,10,56.150711477299275,35.767462512557344,0
187,4,41.32949139929286,63.9601937403077,54.163610757117226,107.21031674949131,12.82258668181738,793.3767918926247,6,57.89670320114803,34.2052175680123,1
188,2,34.852405542449866,46.863848539209336,54.83046849847255,108.88915676849129,9.384965763489344,802.5167567863655,8,63.27468286648589,38.02671002861879,1
189,4,50.01334172299919,72.29314128434648,69.70134170270855,138.74670952934872,8.448105074915443,870.0550390825135,13,74.93298320247087,38.16274659644502,0
190,5,44.3298525318042,72.91000039306267,54.875764347940105,153.48918589673406,12.491135643823839,766.3006321736106,11,73.80239432350966,40.027259654724006,0
191,2,17.419721357173838,40.921924421226095,41.11691991376399,111.72788933156711,17.66306297202057,674.5663967862765,9,44.118630339242785,31.053500291168923,0
192,5,56.54747776101398,89.94251246256331,63.49068150732407,135.70970935188524,17.690923315861426,619.5162970113779,9,83.14695137253649,38.64268740272326,0
